id,title,authors,year,venue,type,doi,url,research_areas,featured
2018-wi-lo-wireless-indoor-localization-throu,WI-LO: Wireless indoor localization through multi-source radio fingerprinting,marco-di-felice|ext:Carlos Bocanegra|ext:Kaushik Roy Chowdhury,2018,International Conference on Communication Systems and Networks,conference,https://doi.org/10.1109/COMSNETS.2018.8328212,https://ieeexplore.ieee.org/abstract/document/8328212/,context-awareness,0
2018-wifi-meets-barometer-smartphone-based-3d,WiFi meets barometer: Smartphone-based 3D indoor positioning method,ext:Igor Bisio|ext:Andrea Sciarrone|ext:Luca Bedogni|luciano-bononi,2018,2018 IEEE International Conference on Communications (ICC),conference,https://doi.org/10.1109/ICC.2018.8422989,https://ieeexplore.ieee.org/abstract/document/8422989/,context-awareness,0
2017-2017-index-ieee-vehicular-technology-mag,2017 Index IEEE Vehicular Technology Magazine Vol. 12,ext:A Al-Dulaimi|ext:A Al-Dweik|ext:M Alam|ext:S Ali|ext:O Altintas|ext:P Andres|ext:G Araniti|ext:L Bedogni|ext:S Beiker|ext:A Berthet|ext:C Bonnet|luciano-bononi|ext:A Brakemeier|ext:A Brandstatter|ext:T Buburuzan|ext:A Buchroithner|ext:S Burleigh|ext:C Campolo|ext:J Chapman|ext:B Chen|ext:C Chen|ext:N Cheng|ext:R Cheng|ext:C Chiasserini|ext:S Choo|ext:Y Chu|ext:S Coleri Ergen|ext:V Corcoba Magana|ext:G Dan|ext:S Datta|ext:K David|ext:Z Deng|marco-di-felice|ext:E Ekici|ext:R Ferreira Da Costa|ext:L Gallo|ext:H Giannopoulos|ext:H Glickenstein|ext:Y Gou|ext:J Gozalvez|ext:J Gozalvez Sempere|ext:X Guan|ext:X Guo|ext:J Haerri|ext:S Han|ext:Y Han|ext:Z Han,2017,IEEE Vehicular Technology Magazine,journal,,https://ieeexplore.ieee.org/abstract/document/8125207/,autonomous-robotic-iot,0
2017-a-collaborative-internet-of-things-archi,A collaborative internet of things architecture for smart cities and environmental monitoring,federico-montori|ext:Luca Bedogni|luciano-bononi,2017,IEEE Internet of Things Journal,journal,https://doi.org/10.1109/JIOT.2017.2720855,https://ieeexplore.ieee.org/abstract/document/7961139/,iot-interoperability|context-awareness,0
2017-a-software-architecture-for-generic-huma,A software architecture for generic human activity recognition from smartphone sensor data,ext:Alberto Testoni|marco-di-felice,2017,IEEE International Workshop on Measurement and Networking,conference,https://doi.org/10.1109/IWMN.2017.8078368,https://ieeexplore.ieee.org/abstract/document/8078368/,context-awareness,0
2017-achieving-iot-interoperability-through-a,Achieving IoT interoperability through a service oriented in-home appliance,federico-montori|ext:Luca Bedogni|ext:Filippo Morselli|luciano-bononi,2017,Global Communications Conference,conference,https://doi.org/10.1109/GLOCOM.2017.8255044,https://ieeexplore.ieee.org/abstract/document/8255044/,iot-interoperability,0
2017-application-system-and-services-design-a,Application system and services: Design and implementation-A cookbook,ext:Jerker Delsing,2017,,journal,,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781315367897-15&type=chapterpdf,iot-interoperability,0
2017-application-system-design-complex-system,Application system design: Complex systems management and automation,ext:Michele Ornato|ext:Tullio Salmon Cinotti|ext:Alberto Borghetti|ext:Paolo Azzoni|ext:Alfredo D’Elia|ext:Fabio Viola|federico-montori|ext:Riccardo Venanzi,2017,,journal,https://doi.org/10.1201/9781315367897-10,https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781315367897-19&type=chapterpdf,context-awareness,0
2017-automotive-communications-in-lte-a-simul,Automotive communications in LTE: A simulation-based performance study,federico-montori|ext:Marco Gramaglia|ext:Luca Bedogni|ext:Marco Fiore|ext:Farid Sheikh|luciano-bononi|ext:Andrea Vesco,2017,IEEE Vehicular Technology Conference,conference,https://doi.org/10.1109/VTCFall.2017.8288297,https://ieeexplore.ieee.org/abstract/document/8288297/,autonomous-robotic-iot,0
2017-compreendendo-o-desempenho-de-gerenciado,Compreendendo o Desempenho de Gerenciadores de Contexto para Internet das Coisas,ext:Carlos Kamienski Ivan Zyrianoff|ext:Fabrizio Borelli|alexandre-heideker|ext:Gabriela Biondi,2017,,journal,https://doi.org/10.5753/sbcup.2017.3311,https://sol.sbc.org.br/index.php/sbcup/article/view/3311,iot-interoperability,0
2017-context-design-and-tracking-for-iot-base,Context Design and Tracking for IoT-based Energy Management in Smart Cities,ext:Marc Jentsch Carlos Kamienski|ext:Fabrizio Borelli|ext:Gabriela Biondi|ext:Isaac Pinheiro|ivan-zyrianoff,2017,IEEE Internet of Things Journal,journal,https://doi.org/10.1109/JIOT.2017.2748037,https://ieeexplore.ieee.org/abstract/document/8024168/,context-awareness,0
2017-cuscus-an-integrated-simulation-architec,CUSCUS: An integrated simulation architecture for distributed networked control systems,ext:Nicola Roberto Zema|angelo-trotta|ext:Guillaume Sanahuja|ext:Enrico Natalizio|marco-di-felice|luciano-bononi,2017,Consumer Communications and Networking Conference,conference,https://doi.org/10.1109/CCNC.2017.7983121,https://ieeexplore.ieee.org/abstract/document/7983121/,autonomous-robotic-iot,0
2017-cuscus-communications-control-distribute,CUSCUS: CommUnicationS-control distributed simulator,ext:Nicola Roberto Zema|angelo-trotta|ext:Guillaume Sanahuja|ext:Enrico Natalizio|marco-di-felice|luciano-bononi,2017,Consumer Communications and Networking Conference,conference,https://doi.org/10.1109/CCNC.2017.7983185,https://ieeexplore.ieee.org/abstract/document/7983185/,autonomous-robotic-iot,0
2017-distributed-data-collection-control-in-o,Distributed data collection control in opportunistic mobile crowdsensing,federico-montori|ext:Luca Bedogni|luciano-bononi,2017,SmartObjects@MobiCom,journal,https://doi.org/10.1145/3127502.3127509,https://dl.acm.org/doi/abs/10.1145/3127502.3127509,context-awareness,0
2017-dynamic-adaptive-video-streaming-on-hete,Dynamic adaptive video streaming on heterogeneous TVWS and Wi-Fi networks,ext:Luca Bedogni|angelo-trotta|marco-di-felice|ext:Yue Gao|ext:Xingjian Zhang|ext:Qianyun Zhang|ext:Fabio Malabocchia|luciano-bononi,2017,IEEE/ACM Transactions on Networking,journal,https://doi.org/10.1109/TNET.2017.2728320,https://ieeexplore.ieee.org/abstract/document/8008810/,iot-interoperability,0
2017-dynamic-segment-size-selection-in-http-b,Dynamic segment size selection in HTTP based adaptive video streaming,ext:Luca Bedogni|marco-di-felice|luciano-bononi,2017,Conference on Computer Communications Workshops,conference,https://doi.org/10.1109/INFCOMW.2017.8116456,https://ieeexplore.ieee.org/abstract/document/8116456/,autonomous-robotic-iot,0
2017-fly-and-recharge-achieving-persistent-co,Fly and recharge: Achieving persistent coverage using small unmanned aerial vehicles (SUAVs),angelo-trotta|marco-di-felice|ext:Kaushik R Chowdhury|luciano-bononi,2017,2017 IEEE International Conference on Communications (ICC),conference,https://doi.org/10.1109/ICC.2017.7996482,https://ieeexplore.ieee.org/abstract/document/7996482/,autonomous-robotic-iot,0
2017-indoor-use-of-gray-and-white-spaces-anot,Indoor use of Gray and White Spaces: Another Look at Wireless Indoor Communication,ext:Bononi Luciano Bedogni Luca|ext:Di Felice Marco|ext:Malabocchia Fabio,2017,IEEE Vehicular Technology Magazine,journal,https://doi.org/10.1109/MVT.2016.2598414,https://ieeexplore.ieee.org/abstract/document/7827055/,autonomous-robotic-iot,0
2017-is-wifi-suitable-for-energy-efficient-io,Is WiFi suitable for energy efficient IoT deployments? A performance study,federico-montori|ext:Riccardo Contigiani|ext:Luca Bedogni,2017,International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow,journal,https://doi.org/10.1109/RTSI.2017.8065943,https://ieeexplore.ieee.org/abstract/document/8065943/,iot-interoperability|autonomous-robotic-iot,0
2017-performance-assessment-and-feasibility-a,Performance assessment and feasibility analysis of IEEE 802.15. 4m wireless sensor networks in TV grayspaces,ext:Luca Bedogni|ext:Andreas Achtzehn|ext:Marina Petrova|ext:Petri Mähönen|luciano-bononi,2017,ACM Transactions on Sensor Networks (TOSN),journal,https://doi.org/10.1145/3021499,https://dl.acm.org/doi/abs/10.1145/3021499,condition-monitoring,0
2017-sense-sensor-simulationenvironment-uma-f,SenSE – Sensor SimulationEnvironment: Uma ferramenta para geração de tráfego IoT em larga escala,ext:Carlos Kamienski Ivan Zyrianoff|ext:Fabrizio Borelli,2017,,journal,,,iot-interoperability,0
2017-the-sense-me-platform-infrastructure-les,The SENSE-ME platform: Infrastructure-less smartphone connectivity and decentralized sensing for emergency management,ext:Gianluca Aloi|ext:Orazio Briante|marco-di-felice|ext:Giuseppe Ruggeri|ext:Stefano Savazzi,2017,Pervasive and Mobile Computing,journal,https://doi.org/10.1016/j.pmcj.2017.10.004,https://www.sciencedirect.com/science/article/pii/S1574119217300214,context-awareness,0
2017-towards-fast-flow-convergence-in-cogniti,Towards fast flow convergence in cognitive radio cellular networks,ext:Fan Zhou|marco-di-felice|ext:Benjamin Drozdenko|ext:Kaushik Chowdhury,2017,Global Communications Conference,conference,https://doi.org/10.1109/GLOCOM.2017.8254600,https://ieeexplore.ieee.org/abstract/document/8254600/,autonomous-robotic-iot,0
2016-a-co-simulation-platform-for-the-analysi,A co-simulation platform for the analysis of the impact of electromobility scenarios on the urban distribution network,federico-montori|ext:Alberto Borghetti|ext:Fabio Napolitano,2016,International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow,journal,https://doi.org/10.1109/RTSI.2016.7740579,https://ieeexplore.ieee.org/abstract/document/7740579/,iot-interoperability,0
2016-a-mobile-phone-sensing-system-for-emerge,A mobile phone-sensing system for emergency management: The SENSE-ME platform,ext:Gianluca Aloi|marco-di-felice|ext:Giuseppe Ruggeri|ext:Stefano Savazzi,2016,International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow,journal,https://doi.org/10.1109/RTSI.2016.7740558,https://ieeexplore.ieee.org/abstract/document/7740558/,context-awareness,0
2016-a-route-planner-service-with-recharging,A route planner service with recharging reservation: Electric itinerary with a click,ext:Luca Bedogni|luciano-bononi|marco-di-felice|ext:Alfredo D'Elia|ext:Tullio Salmon Cinotti,2016,IEEE Intelligent Transportation Systems Magazine,journal,https://doi.org/10.1109/MITS.2016.2573418,https://ieeexplore.ieee.org/abstract/document/7518717/,iot-interoperability|autonomous-robotic-iot,0
2016-a-self-adapting-algorithm-based-on-atmos,A self-adapting algorithm based on atmospheric pressure to localize indoor devices,ext:Luca Bedogni|ext:Fabio Franzoso|luciano-bononi,2016,Global Communications Conference,conference,https://doi.org/10.1109/GLOCOM.2016.7841545,https://ieeexplore.ieee.org/abstract/document/7841545/,context-awareness,0
2016-a-semantic-publish-subscribe-architectur,A semantic publish-subscribe architecture for the Internet of Things,ext:Luca Roffia|ext:Francesco Morandi|ext:Jussi Kiljander|ext:Alfredo D’Elia|ext:Fabio Vergari|ext:Fabio Viola|luciano-bononi|ext:Tullio Salmon Cinotti,2016,IEEE Internet of Things Journal,journal,https://doi.org/10.1109/JIOT.2016.2587380,https://ieeexplore.ieee.org/abstract/document/7505922/,iot-interoperability,0
2016-an-integrated-traffic-and-power-grid-sim,An integrated traffic and power grid simulator enabling the assessment of e-mobility impact on the grid: a tool for the implementation of the smart grid/city concept,ext:Luca Bedogni|luciano-bononi|ext:Alberto Borghetti|ext:Riccardo Bottura|ext:Alfredo D'Elia|marco-di-felice|federico-montori|ext:Fabio Napolitano|ext:Carlo Alberto Nucci|ext:Tullio Salmon Cinotti|ext:Fabio Viola,2016,JOURNAL OF ENGINEERING SCIENCES AND INNOVATION,journal,https://doi.org/10.56958/jesi.2016.1.1.73,https://cris.unibo.it/handle/11585/640489,context-awareness,0
2016-contextaware-android-applications-throug,Context‐aware Android applications through transportation mode detection techniques,ext:Luca Bedogni|marco-di-felice|luciano-bononi,2016,Wireless communications and mobile computing,journal,https://doi.org/10.1002/wcm.2702,https://onlinelibrary.wiley.com/doi/abs/10.1002/wcm.2702,context-awareness,0
2016-electro-mobility-automation-through-the,Electro mobility automation through the arrowhead framework,ext:Alfredo D'Elia|ext:Fabio Viola|federico-montori|ext:Paolo Azzoni|ext:Matteo Maiero,2016,Annual Conference of the IEEE Industrial Electronics Society,conference,https://doi.org/10.1109/IECON.2016.7793727,https://ieeexplore.ieee.org/abstract/document/7793727/,iot-interoperability,0
2016-enhancing-tv-white-spaces-database-with,Enhancing TV white-spaces database with unmanned aerial scanning vehicles (UASVs),angelo-trotta|ext:Luca Bedogni|marco-di-felice|luciano-bononi|ext:Enrico Natalizio,2016,DroNet@MobiSys,journal,https://doi.org/10.1145/2935620.2935621,https://dl.acm.org/doi/abs/10.1145/2935620.2935621,autonomous-robotic-iot,0
2016-estimating-urban-mobility-with-open-data,Estimating urban mobility with open data: A case study in Bologna,ext:Valeria Caiati|ext:Luca Bedogni|luciano-bononi|ext:Francesco Ferrero|ext:Marco Fiore|ext:Andrea Vesco,2016,2016 IEEE International Smart Cities Conference (ISC2),conference,https://doi.org/10.1109/ISC2.2016.7580765,https://ieeexplore.ieee.org/abstract/document/7580765/,context-awareness,0
2016-facebook-as-a-destination-marketing-tool,Facebook as a destination marketing tool: Evidence from Italian regional Destination Management Organizations,ext:Marcello M Mariani|marco-di-felice|ext:Matteo Mura,2016,Tourism management,journal,https://doi.org/10.1016/J.TOURMAN.2015.12.008,https://www.sciencedirect.com/science/article/pii/S0261517715300595,context-awareness,0
2016-from-brown-coal-to-a-rural-energy-landsc,From brown coal to a rural energy landscape—Orchestration of storage and electric mobility to foster decentralized energy management,ext:Alfredo D'Elia|marco-di-felice|ext:Luca Bedogni|ext:Mathias Duckheim|ext:Randolf Mock|ext:Tullio Salmon Cinotti,2016,International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow,journal,https://doi.org/10.1109/RTSI.2016.7740578,https://ieeexplore.ieee.org/abstract/document/7740578/,condition-monitoring|context-awareness,0
2016-internet-of-energy-for-electric-mobility,Internet of Energy for Electric Mobility,ext:Ovidiu Vermesan|ext:Tullio SALMON CINOTTI|luciano-bononi|ext:Paolo Bellavista|ext:Rebecca Montanari|ext:Alessandro VANELLI CORALLI|marco-di-felice|ext:Alfredo D'Elia|ext:Daniele Tarchi,2016,,journal,,https://cris.unibo.it/handle/11585/130387,context-awareness,0
2016-next-generation-ieee-802-11-wireless-loc,"Next generation IEEE 802.11 Wireless Local Area Networks: Current status, future directions and open challenges",ext:Boris Bellalta|luciano-bononi|ext:Raffaele Bruno|ext:Andreas Kassler,2016,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2015.10.007,https://www.sciencedirect.com/science/article/pii/S0140366415003874,autonomous-robotic-iot,0
2016-on-the-integration-of-heterogeneous-data,On the integration of heterogeneous data sources for the collaborative Internet of Things,federico-montori|ext:Luca Bedogni|luciano-bononi,2016,International Forum on Research and Technologies for Society and Industry Leveraging a better tomorrow,journal,https://doi.org/10.1109/RTSI.2016.7740616,https://ieeexplore.ieee.org/abstract/document/7740616/,iot-interoperability,0
2016-sensquare-a-mobile-crowdsensing-architec,SenSquare: A mobile crowdsensing architecture for smart cities,federico-montori|ext:Luca Bedogni|ext:Alain Di Chiappari|luciano-bononi,2016,World Forum on Internet of Things,journal,https://doi.org/10.1109/WF-IoT.2016.7845471,https://ieeexplore.ieee.org/abstract/document/7845471/,context-awareness,0
2016-smart-energy-services-integrated-within,Smart energy services integrated within the arrowhead communication framework,federico-montori|ext:Tullio Salmon Cinotti|ext:Davide Brunelli,2016,"International Symposium on Power Electronics, Electrical Drives, Automation and Motion",conference,https://doi.org/10.1109/SPEEDAM.2016.7526024,https://ieeexplore.ieee.org/abstract/document/7526024/,iot-interoperability,0
2016-the-emergency-direct-mobile-app-safety-m,The emergency direct mobile app: Safety message dissemination over a multi-group network of smartphones using wi-fi direct,marco-di-felice|ext:Luca Bedogni|luciano-bononi,2016,ACM International Workshop on Mobility Management and Wireless Access,conference,https://doi.org/10.1145/2989250.2989257,https://dl.acm.org/doi/abs/10.1145/2989250.2989257,context-awareness,0
2015-an-integrated-simulation-framework-to-mo,An integrated simulation framework to model electric vehicle operations and services,ext:Luca Bedogni|luciano-bononi|marco-di-felice|ext:Alfredo D'Elia|ext:Randolf Mock|ext:Francesco Morandi|ext:Simone Rondelli|ext:Tullio Salmon Cinotti|ext:Fabio Vergari,2015,IEEE Transactions on vehicular Technology,journal,https://doi.org/10.1109/TVT.2015.2453125,https://ieeexplore.ieee.org/abstract/document/7152984/,autonomous-robotic-iot|context-awareness,0
2015-connectivity-recovery-in-post-disaster-s,Connectivity recovery in post-disaster scenarios through cognitive radio swarms,angelo-trotta|marco-di-felice|ext:Luca Bedogni|luciano-bononi|ext:Fabio Panzieri,2015,Computer Networks,journal,https://doi.org/10.1016/j.comnet.2015.07.017,https://www.sciencedirect.com/science/article/pii/S1389128615002510,autonomous-robotic-iot,0
2015-context-aware-energy-efficiency-manageme,Context-aware energy efficiency management for smart buildings,carlos-alberto-kamienski|ext:Fabrizio Borelli|ext:Gabriela Biondi|ext:Willian Rosa|ext:Isaac Pinheiro|ivan-zyrianoff|ext:Djamel Sadok|ext:Ferry Pramudianto,2015,World Forum on Internet of Things,journal,https://doi.org/10.1109/WF-IoT.2015.7389139,https://ieeexplore.ieee.org/abstract/document/7389139/,context-awareness,0
2015-impact-of-interdisciplinary-research-on,"Impact of interdisciplinary research on planning, running, and managing electromobility as a smart grid extension",ext:Alfredo D’elia|ext:Fabio Viola|federico-montori|marco-di-felice|ext:Luca Bedogni|luciano-bononi|ext:Alberto Borghetti|ext:Paolo Azzoni|ext:Paolo Bellavista|ext:Daniele Tarchi|ext:Randolf Mock|ext:Tullio Salmon Cinotti,2015,IEEE Access,journal,https://doi.org/10.1109/ACCESS.2015.2499118,https://ieeexplore.ieee.org/abstract/document/7328250/,iot-interoperability,0
2015-integration-of-traffic-and-grid-simulato,Integration of traffic and grid simulator for the analysis of e-mobility impact on power distribution networks,ext:Luca Bedogni|luciano-bononi|ext:Alberto Borghetti|ext:Riccardo Bottura|ext:Alfredo D'Elia|ext:T Salmon Cinotti,2015,2015 IEEE Eindhoven PowerTech,journal,https://doi.org/10.1109/PTC.2015.7232662,https://ieeexplore.ieee.org/abstract/document/7232662/,context-awareness,0
2015-mobile-applications-in-tourism-a-taxonom,Mobile applications in tourism: a taxonomy an case studies,ext:Marcello Maria Mariani|marco-di-felice,2015,INTERNATIONAL CONFERENCE ON TOURISM MANAGEMENT AND TOURISM RELATED ISSUES,conference,,https://cris.unibo.it/handle/11585/554544,context-awareness,0
2015-on-3-dimensional-spectrum-sharing-for-tv,On 3-dimensional spectrum sharing for TV white and Gray Space networks,ext:Luca Bedogni|angelo-trotta|marco-di-felice,2015,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM.2015.7158139,https://ieeexplore.ieee.org/abstract/document/7158139/,autonomous-robotic-iot,0
2015-park-here-a-smart-parking-system-based-o,Park Here! a smart parking system based on smartphones' embedded sensors and short range Communication Technologies,ext:Rosario Salpietro|ext:Luca Bedogni|marco-di-felice|luciano-bononi,2015,World Forum on Internet of Things,journal,https://doi.org/10.1109/WF-IoT.2015.7389020,https://ieeexplore.ieee.org/abstract/document/7389020/,context-awareness,0
2015-stem-net-how-to-deploy-a-self-organizing,Stem-net: How to deploy a self-organizing network of mobile end-user devices for emergency communication,ext:Gianluca Aloi|ext:Luca Bedogni|luciano-bononi|ext:Orazio Briante|marco-di-felice|ext:Valeria Loscrì|ext:Pasquale Pace|ext:Fabio Panzieri|ext:Giuseppe Ruggeri|angelo-trotta,2015,Computer Communications,journal,https://doi.org/10.1016/j.comcom.2015.01.023,https://www.sciencedirect.com/science/article/pii/S0140366415000511,context-awareness,0
2015-whatif,WhatIF application: Moving electrically without an electric vehicle,ext:Luca Bedogni|luciano-bononi|marco-di-felice|ext:Alfredo D'Elia|ext:Tullio Salmon Cinotti,2015,Design and Analysis of Intelligent Vehicular Networks and Applications,journal,https://doi.org/10.1145/2815347.2818725,https://dl.acm.org/doi/abs/10.1145/2815347.2818725,autonomous-robotic-iot,0
2014-a-collision-free-contention-protocol-bas,A collision-free contention protocol based on pulse/tone signals,ext:Marcos F Caetano|ext:Jacir L Bordim|ext:Luca Bedogni|luciano-bononi,2014,2014 Second International Symposium on Computing and Networking,conference,https://doi.org/10.1109/CANDAR.2014.54,https://ieeexplore.ieee.org/abstract/document/7052201/,autonomous-robotic-iot,0
2014-a-mobile-application-to-assist-electric,A mobile application to assist electric vehicles' drivers with charging services,ext:Luca Bedogni|luciano-bononi|ext:Alfredo D'Elia|marco-di-felice|ext:Simone Rondelli|ext:Tullio Salmon Cinotti,2014,"2014 Eighth International Conference on Next Generation Mobile Apps, Services and Technologies",conference,https://doi.org/10.1109/NGMAST.2014.49,https://ieeexplore.ieee.org/abstract/document/6982895/,context-awareness,0
2014-accessing-spectrum-databases-using-inter,Accessing spectrum databases using interference alignment in vehicular cognitive radio networks,ext:Abdulla K Al-Ali|ext:Yifan Sun|marco-di-felice|ext:Jarkko Paavola|ext:Kaushik R Chowdhury,2014,IEEE Transactions on Vehicular Technology,journal,https://doi.org/10.1109/TVT.2014.2318837,https://ieeexplore.ieee.org/abstract/document/6803903/,autonomous-robotic-iot,0
2014-cognitive-modulation-and-coding-scheme-a,Cognitive modulation and coding scheme adaptation for 802.11 n and 802.11 af networks,ext:Luca Bedogni|marco-di-felice|ext:Fabio Malabocchia|luciano-bononi,2014,,journal,,https://ieeexplore.ieee.org/abstract/document/7063517/,autonomous-robotic-iot,0
2014-dissemination-of-safety-messages-in-ieee,Dissemination of safety messages in IEEE 802.11 p/WAVE vehicular network: Analytical study and protocol enhancements,ext:Ali J Ghandour|marco-di-felice|ext:Hassan Artail|luciano-bononi,2014,Pervasive and mobile computing,journal,https://doi.org/10.1016/j.pmcj.2013.03.003,https://www.sciencedirect.com/science/article/pii/S1574119213000424,autonomous-robotic-iot,0
2014-distributed-mobile-femto-databases-for-c,Distributed mobile Femto-Databases for cognitive access to TV white spaces,ext:Luca Bedogni|marco-di-felice|angelo-trotta|luciano-bononi,2014,IEEE Vehicular Technology Conference,conference,https://doi.org/10.1109/VTCFall.2014.6965941,https://ieeexplore.ieee.org/abstract/document/6965941/,autonomous-robotic-iot,0
2014-driving-without-anxiety-a-route-planner,Driving without anxiety: A route planner service with range prediction for the electric vehicles,ext:Luca Bedogni|luciano-bononi|ext:Alfredo D'Elia|marco-di-felice|ext:Marco Di Nicola|ext:Tullio Salmon Cinotti,2014,International Conference on Connected Vehicles and Expo,conference,https://doi.org/10.1109/ICCVE.2014.7297541,https://ieeexplore.ieee.org/abstract/document/7297541/,context-awareness,0
2014-indoor-communication-over-tv-gray-spaces,Indoor communication over TV gray spaces based on spectrum measurements,ext:Luca Bedogni|marco-di-felice|ext:Fabio Malabocchia|luciano-bononi,2014,IEEE Wireless Communications and Networking Conference,conference,https://doi.org/10.1109/WCNC.2014.6953057,https://ieeexplore.ieee.org/abstract/document/6953057/,autonomous-robotic-iot,0
2014-querying-spectrum-databases-and-improved,Querying spectrum databases and improved sensing for vehicular cognitive radio networks,ext:Abdulla Al-Ali|ext:Kaushik Chowdhury|marco-di-felice|ext:Jarkko Paavola,2014,2014 IEEE International Conference on Communications (ICC),conference,https://doi.org/10.1109/ICC.2014.6883514,https://ieeexplore.ieee.org/abstract/document/6883514/,autonomous-robotic-iot,0
2014-self-organizing-aerial-mesh-networks-for,Self-organizing aerial mesh networks for emergency communication,marco-di-felice|angelo-trotta|ext:Luca Bedogni|ext:Kaushik Roy Chowdhury|luciano-bononi,2014,"IEEE International Symposium on Personal, Indoor and Mobile Radio Communications",conference,https://doi.org/10.1109/PIMRC.2014.7136429,https://ieeexplore.ieee.org/abstract/document/7136429/,autonomous-robotic-iot|context-awareness,0
2014-spontaneous-smartphone-networks-as-a-use,Spontaneous smartphone networks as a user-centric solution for the future internet,ext:Gianluca Aloi|marco-di-felice|ext:Valeria Loscrì|ext:Pasquale Pace|ext:Giuseppe Ruggeri,2014,IEEE Communications Magazine,journal,https://doi.org/10.1109/MCOM.2014.6979948,https://ieeexplore.ieee.org/abstract/document/6979948/,context-awareness,0
2014-stemnet-an-evolutionary-network-architec,STEM‐Net: an evolutionary network architecture for smart and sustainable cities,ext:Gianluca Aloi|ext:Luca Bedogni|marco-di-felice|ext:Valeria Loscri|ext:Antonella Molinaro|ext:Enrico Natalizio|ext:Pasquale Pace|ext:Giuseppe Ruggeri|angelo-trotta|ext:Nicola Roberto Zema,2014,Transactions on emerging telecommunications technologies,journal,https://doi.org/10.1002/ett.2785,https://onlinelibrary.wiley.com/doi/abs/10.1002/ett.2785,context-awareness,0
2013-an-interoperable-architecture-for-mobile,An interoperable architecture for mobile smart services over the internet of energy,ext:Luca Bedogni|luciano-bononi|marco-di-felice|ext:Alfredo D'Elia|ext:Randolf Mock|federico-montori|ext:Francesco Morandi|ext:Luca Roffia|ext:Simone Rondelli|ext:Tullio Salmon Cinotti|ext:Fabio Vergari,2013,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",conference,https://doi.org/10.1109/WoWMoM.2013.6583495,https://ieeexplore.ieee.org/abstract/document/6583495/,iot-interoperability,0
2013-cognitive-radio-vehicular-ad-hoc-network,"Cognitive radio vehicular ad hoc networks: design, implementation, and future challenges",marco-di-felice|ext:Kaushik Roy Chowdhury|luciano-bononi,2013,Mobile Ad Hoc Networking: Cutting Edge Directions,journal,https://doi.org/10.1002/9781118511305.CH18,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118511305.ch18,autonomous-robotic-iot,0
2013-device-characterization-and-cross-layer,Device characterization and cross-layer protocol design for RF energy harvesting sensors,ext:Prusayon Nintanavongsa|ext:Rahman Doost-Mohammady|marco-di-felice|ext:Kaushik Chowdhury,2013,Pervasive and Mobile Computing,journal,https://doi.org/10.1016/j.pmcj.2012.09.004,https://www.sciencedirect.com/science/article/pii/S1574119212001150,autonomous-robotic-iot,0
2013-group-communication-on-highways-an-evalu,Group communication on highways: An evaluation study of geocast protocols and applications,marco-di-felice|ext:Luca Bedogni|luciano-bononi,2013,Ad Hoc Networks,journal,https://doi.org/10.1016/j.adhoc.2012.09.011,https://www.sciencedirect.com/science/article/pii/S1570870512001709,autonomous-robotic-iot,0
2013-improving-vehicular-safety-message-deliv,Improving vehicular safety message delivery through the implementation of a cognitive vehicular network,ext:Ali J Ghandour|ext:Kassem Fawaz|ext:Hassan Artail|marco-di-felice|luciano-bononi,2013,Ad hoc networks,journal,https://doi.org/10.1016/j.adhoc.2013.06.005,https://www.sciencedirect.com/science/article/pii/S1570870513001285,autonomous-robotic-iot,0
2013-integrating-spectrum-database-and-cooper,Integrating spectrum database and cooperative sensing for cognitive vehicular networks,marco-di-felice|ext:Ali J Ghandhour|ext:Hassan Artail|luciano-bononi,2013,IEEE Vehicular Technology Conference,conference,https://doi.org/10.1109/VTCFall.2013.6692244,https://ieeexplore.ieee.org/abstract/document/6692244/,autonomous-robotic-iot,0
2013-interactions-of-large-scale-ev-mobility,Interactions of large scale EV mobility and virtual power plants,ext:Randolf Mock|ext:J Reinschke|ext:TS Cinotti|luciano-bononi,2013,"Design, Automation and Test in Europe",journal,https://doi.org/10.7873/DATE.2013.347,https://ieeexplore.ieee.org/abstract/document/6513793/,context-awareness,0
2013-internet-of-things-a-process-calculus-ap,Internet of things: a process calculus approach,ext:Ivan Lanese|ext:Luca Bedogni|marco-di-felice,2013,ACM Symposium on Applied Computing,conference,https://doi.org/10.1145/2480362.2480615,https://dl.acm.org/doi/abs/10.1145/2480362.2480615,iot-interoperability,0
